place_id,canonical_name,event_id,public_event_id,public_chronology_url,chronology,local_path,line,matched_aliases,headline,book_anchor_ranges,book_anchor_urls,source_keys,source_urls
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:27,alcott-5,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-5,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,27,the Lyceum,"Late 1836 - Alcott's Conversations with Children on the Gospels appears and provokes public controversy. Check: web-confirmed. Sources: F6; W-AmosBronsonAlcott, W-TempleSchool.",2067-2140; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172,F6; W-AmosBronsonAlcott; W-TempleSchool,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Temple_School_(Massachusetts)
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:32,alcott-6,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-6,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,32,the Lyceum,"1836 - Alcott becomes part of the Transcendentalist circle around Emerson. Check: web-confirmed context. Sources: F6; W-AmosBronsonAlcott, W-Emerson.",2067-2140; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172,F6; W-AmosBronsonAlcott; W-Emerson,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:37,alcott-7,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-7,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,37,the Lyceum,"1840 - The Alcott family moves near Emerson in Concord. Check: web-confirmed context. Sources: F6; W-AmosBronsonAlcott, W-Emerson.",2067-2140; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172,F6; W-AmosBronsonAlcott; W-Emerson,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:42,alcott-8,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-8,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,42,the Lyceum,"1843-1844 - Alcott's Fruitlands experiment with Charles Lane begins and fails. Check: web-confirmed. Sources: F6; W-AmosBronsonAlcott, W-Fruitlands.",2067-2140; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172,F6; W-AmosBronsonAlcott; W-Fruitlands,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Fruitlands_(transcendental_center)
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:56,alcott-11,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-11,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,56,the Lyceum,"January 1, 1860 - Bronson Alcott attends Sanborn's Origin dinner with Thoreau and Brace. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F1, F6; W-AmosBronsonAlcott, W-Thoreau, W-Brace, W-Sanborn, W-Origin.",1847-1886; 2067-2140; 235-294; 501-580,https://closereading.rahuldave.us/books/125/chapters/6962#cell-0; https://closereading.rahuldave.us/books/125/chapters/6962#cell-28; https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172; https://closereading.rahuldave.us/books/125/chapters/6986#cell-26; https://closereading.rahuldave.us/books/125/chapters/6986#cell-45,F1; F6; W-AmosBronsonAlcott; W-Brace; W-Origin; W-Sanborn; W-Thoreau,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Charles_Loring_Brace; https://en.wikipedia.org/wiki/Franklin_Benjamin_Sanborn; https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/On_the_Origin_of_Species
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:61,alcott-12,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-12,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,61,Concord Lyceum; the Lyceum,"January 22, 1860 - Alcott hears Thomas Wentworth Higginson's Concord Lyceum lecture, ""Barbarism and Civilization."" Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F6; W-AmosBronsonAlcott, W-Darwin.",2067-2140; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172,F6; W-AmosBronsonAlcott; W-Darwin,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Charles_Darwin
concord_lyceum,Concord Town House / Concord Lyceum,bronson_alcott_chronology:66,alcott-13,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-alcott-13,Bronson Alcott,thoreau_biographies_chronology/bronson_alcott_chronology.md,66,the Lyceum,"Late January-February 1860 - Alcott and Thoreau argue about Darwin in Emerson's parlor. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F6; W-AmosBronsonAlcott, W-Thoreau, W-Emerson.",2067-2140; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172,F6; W-AmosBronsonAlcott; W-Emerson; W-Thoreau,https://en.wikipedia.org/wiki/Amos_Bronson_Alcott; https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
concord_lyceum,Concord Town House / Concord Lyceum,emerson_chronology:77,emerson-17,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-emerson-17,Emerson,thoreau_biographies_chronology/emerson_chronology.md,77,the Lyceum,"Late January-February 1860 - Emerson asks Lidian to obtain Darwin's book. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F6, F15; W-Emerson, W-Origin.",1079-1178; 2067-2140; 2567-2602; 501-580,https://closereading.rahuldave.us/books/125/chapters/6967#cell-0; https://closereading.rahuldave.us/books/125/chapters/6967#cell-38; https://closereading.rahuldave.us/books/125/chapters/6976#cell-0; https://closereading.rahuldave.us/books/125/chapters/6976#cell-48; https://closereading.rahuldave.us/books/125/chapters/6986#cell-136; https://closereading.rahuldave.us/books/125/chapters/6986#cell-172; https://closereading.rahuldave.us/books/125/chapters/6986#cell-386; https://closereading.rahuldave.us/books/125/chapters/6986#cell-403,F15; F6; W-Emerson; W-Origin,https://en.wikipedia.org/wiki/On_the_Origin_of_Species; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
harvard_university,Harvard University / Harvard College,thoreau_chronology:13,thoreau-2,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-thoreau-2,Thoreau,thoreau_biographies_chronology/thoreau_chronology.md,13,Harvard,"1837 - Thoreau graduates from Harvard, meets Emerson more fully, and begins the journal that will become central to his life as a naturalist and writer. Check: web-confirmed for Harvard/Emerson/journal context; Fuller-confirmed for its role in this book's arc. Sources: F7; W-Thoreau, W-Emerson.",2141-2218; 581-658,https://closereading.rahuldave.us/books/125/chapters/6968#cell-0; https://closereading.rahuldave.us/books/125/chapters/6968#cell-37; https://closereading.rahuldave.us/books/125/chapters/6986#cell-173; https://closereading.rahuldave.us/books/125/chapters/6986#cell-211,F7; W-Emerson; W-Thoreau,https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
harvard_university,Harvard University / Harvard College,emerson_chronology:14,emerson-2,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-emerson-2,Emerson,thoreau_biographies_chronology/emerson_chronology.md,14,Harvard; Harvard College,October 1817 - Emerson enters Harvard College. Check: web-confirmed. Sources: W-Emerson.,,,W-Emerson,https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
harvard_university,Harvard University / Harvard College,emerson_chronology:18,emerson-3,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-emerson-3,Emerson,thoreau_biographies_chronology/emerson_chronology.md,18,Harvard,"August 29, 1821 - Emerson graduates from Harvard. Check: web-confirmed. Sources: W-Emerson.",,,W-Emerson,https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
walden_pond,Walden Pond,thoreau_chronology:28,thoreau-5,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-thoreau-5,Thoreau,thoreau_biographies_chronology/thoreau_chronology.md,28,Walden; Walden Pond,"July 4, 1845 - Thoreau moves to Walden Pond on Emerson's land. Check: web-confirmed. Sources: F7; W-Thoreau, W-Walden.",2141-2218; 581-658,https://closereading.rahuldave.us/books/125/chapters/6968#cell-0; https://closereading.rahuldave.us/books/125/chapters/6968#cell-37; https://closereading.rahuldave.us/books/125/chapters/6986#cell-173; https://closereading.rahuldave.us/books/125/chapters/6986#cell-211,F7; W-Thoreau; W-Walden,https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/Walden
walden_pond,Walden Pond,thoreau_chronology:57,thoreau-11,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-thoreau-11,Thoreau,thoreau_biographies_chronology/thoreau_chronology.md,57,Walden,"August 9, 1854 - Walden is published. Check: web-confirmed. Sources: W-Thoreau, W-Walden.",,,W-Thoreau; W-Walden,https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/Walden
walden_pond,Walden Pond,emerson_chronology:67,emerson-15,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-emerson-15,Emerson,thoreau_biographies_chronology/emerson_chronology.md,67,Walden; Walden Pond,"July 4, 1845 - Thoreau moves to Walden Pond on Emerson's land. Check: web-confirmed. Sources: F7; W-Emerson, W-Thoreau, W-Walden.",2141-2218; 581-658,https://closereading.rahuldave.us/books/125/chapters/6968#cell-0; https://closereading.rahuldave.us/books/125/chapters/6968#cell-37; https://closereading.rahuldave.us/books/125/chapters/6986#cell-173; https://closereading.rahuldave.us/books/125/chapters/6986#cell-211,F7; W-Emerson; W-Thoreau; W-Walden,https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson; https://en.wikipedia.org/wiki/Walden
down_house,Down House,brace_chronology:79,brace-16,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-brace-16,Brace,thoreau_biographies_chronology/brace_chronology.md,79,Down House,"1863 - Brace publishes The Races of the Old World. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F20, F22; W-Brace.",1439-1494; 1589-1656; 2765-2806; 2875-2932,https://closereading.rahuldave.us/books/125/chapters/6981#cell-0; https://closereading.rahuldave.us/books/125/chapters/6981#cell-26; https://closereading.rahuldave.us/books/125/chapters/6983#cell-0; https://closereading.rahuldave.us/books/125/chapters/6983#cell-32; https://closereading.rahuldave.us/books/125/chapters/6986#cell-485; https://closereading.rahuldave.us/books/125/chapters/6986#cell-505; https://closereading.rahuldave.us/books/125/chapters/6986#cell-540; https://closereading.rahuldave.us/books/125/chapters/6986#cell-568,F20; F22; W-Brace,https://en.wikipedia.org/wiki/Charles_Loring_Brace
down_house,Down House,brace_chronology:84,brace-17,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-brace-17,Brace,thoreau_biographies_chronology/brace_chronology.md,84,Down House,1863 - New York draft riots expose the racial and class violence surrounding Brace's reform world. Check: web-confirmed. Sources: F22; W-NYDraftRiots.,1589-1656; 2875-2932,https://closereading.rahuldave.us/books/125/chapters/6983#cell-0; https://closereading.rahuldave.us/books/125/chapters/6983#cell-32; https://closereading.rahuldave.us/books/125/chapters/6986#cell-540; https://closereading.rahuldave.us/books/125/chapters/6986#cell-568,F22; W-NYDraftRiots,https://en.wikipedia.org/wiki/New_York_City_draft_riots
down_house,Down House,brace_chronology:89,brace-18,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-brace-18,Brace,thoreau_biographies_chronology/brace_chronology.md,89,Down House,1869 - Brace writes Henry Ward Beecher about slow moral growth. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F22; W-Brace.,1589-1656; 2875-2932,https://closereading.rahuldave.us/books/125/chapters/6983#cell-0; https://closereading.rahuldave.us/books/125/chapters/6983#cell-32; https://closereading.rahuldave.us/books/125/chapters/6986#cell-540; https://closereading.rahuldave.us/books/125/chapters/6986#cell-568,F22; W-Brace,https://en.wikipedia.org/wiki/Charles_Loring_Brace
down_house,Down House,brace_chronology:94,brace-19,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-brace-19,Brace,thoreau_biographies_chronology/brace_chronology.md,94,Down House,"1870 - Brace writes on evolution in the North American Review and Christian Union. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F22; W-Brace, W-Origin.",1589-1656; 2875-2932,https://closereading.rahuldave.us/books/125/chapters/6983#cell-0; https://closereading.rahuldave.us/books/125/chapters/6983#cell-32; https://closereading.rahuldave.us/books/125/chapters/6986#cell-540; https://closereading.rahuldave.us/books/125/chapters/6986#cell-568,F22; W-Brace; W-Origin,https://en.wikipedia.org/wiki/Charles_Loring_Brace; https://en.wikipedia.org/wiki/On_the_Origin_of_Species
down_house,Down House,brace_chronology:103,brace-21,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-brace-21,Brace,thoreau_biographies_chronology/brace_chronology.md,103,Down House,"July 1872 - Brace visits Darwin at Down House. Check: web-confirmed context; Fuller-confirmed private/book-specific date or placement. Sources: F22; W-Brace, W-Darwin.",1589-1656; 2875-2932,https://closereading.rahuldave.us/books/125/chapters/6983#cell-0; https://closereading.rahuldave.us/books/125/chapters/6983#cell-32; https://closereading.rahuldave.us/books/125/chapters/6986#cell-540; https://closereading.rahuldave.us/books/125/chapters/6986#cell-568,F22; W-Brace; W-Darwin,https://en.wikipedia.org/wiki/Charles_Darwin; https://en.wikipedia.org/wiki/Charles_Loring_Brace
down_house,Down House,emerson_chronology:134,emerson-29,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-emerson-29,Emerson,thoreau_biographies_chronology/emerson_chronology.md,134,Down House,"April 27, 1882 - Emerson dies in Concord. Check: web-confirmed. Sources: F22; W-Emerson.",1589-1656; 2875-2932,https://closereading.rahuldave.us/books/125/chapters/6983#cell-0; https://closereading.rahuldave.us/books/125/chapters/6983#cell-32; https://closereading.rahuldave.us/books/125/chapters/6986#cell-540; https://closereading.rahuldave.us/books/125/chapters/6986#cell-568,F22; W-Emerson,https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
emerson_house_concord,Ralph Waldo Emerson House,thoreau_chronology:18,thoreau-3,https://rahuldave.com/thoreau_biographies_chronology/aligned_chronologies.html#event-thoreau-3,Thoreau,thoreau_biographies_chronology/thoreau_chronology.md,18,Emerson family,"1841 - Thoreau lives with the Emerson family. Check: web-confirmed context. Sources: F7; W-Thoreau, W-Emerson.",2141-2218; 581-658,https://closereading.rahuldave.us/books/125/chapters/6968#cell-0; https://closereading.rahuldave.us/books/125/chapters/6968#cell-37; https://closereading.rahuldave.us/books/125/chapters/6986#cell-173; https://closereading.rahuldave.us/books/125/chapters/6986#cell-211,F7; W-Emerson; W-Thoreau,https://en.wikipedia.org/wiki/Henry_David_Thoreau; https://en.wikipedia.org/wiki/Ralph_Waldo_Emerson
